"",SUID,GeneName,Betweenness,Stress,Degree,Radiality,Bridging,Centroid,Closeness,Eccentricity,EigenVector
0,62,RAD51AP2,0.0,0,1,2.179741807,0.0,-2013,0.000176,0.25,8.82e-05
1,63,MSH5,63.85018983,2720,62,3.019364449,4.661197299,-677,0.000251,0.333333333,0.004534969
2,64,SLC2A14,33.7559068,1144,38,2.994041708,6.273006798,-726,0.000248,0.333333333,0.002305272
3,65,SNURF,0.649857747,20,6,2.628599801,4.444259642,-1356,0.000209,0.25,0.000374
4,66,UBD,1449.382525,50870,252,3.117676266,6.446961105,-482,0.000264,0.333333333,0.015944226
5,67,SLC45A3,104.7487285,3092,67,3.019364449,5.377218414,-678,0.000251,0.333333333,0.003435673
6,68,SMPD4,270.4081564,11726,131,3.05958292,5.290139326,-599,0.000256,0.333333333,0.010139071
7,69,SNX25,1247.838378,58730,281,3.133565045,5.057446546,-450,0.000266,0.333333333,0.01878947
8,70,SMC1B,43.65902046,1088,39,2.937934459,5.399266799,-824,0.000241,0.333333333,0.002177092
9,71,POU5F1,106.545445,3314,68,3.023336643,6.090542619,-671,0.000251,0.333333333,0.004008511
10,72,DEFA1,0.252147315,18,5,2.668818272,3.876176731,-1281,0.000213,0.333333333,0.000421
11,73,TSPY1,19.59495676,350,16,2.84409136,11.11612776,-951,0.00023,0.333333333,0.000764
12,74,BHLHE41,162.0925334,4370,73,3.021847071,7.026417558,-670,0.000251,0.333333333,0.003694499
13,75,TEX15,90.17124597,3510,67,3.022840119,5.520054191,-670,0.000251,0.333333333,0.004471686
14,76,MTBP,284.0236426,11904,121,3.057100298,5.973618032,-604,0.000256,0.333333333,0.008487799
15,77,CLK1,715.1556419,35022,242,3.115193644,4.183666062,-487,0.000263,0.333333333,0.017135719
16,78,PMS2,516.6215334,24480,186,3.085402185,4.999386143,-547,0.000259,0.333333333,0.013631113
17,79,ADAT2,143.6651188,5452,81,3.032274081,6.27827391,-654,0.000252,0.333333333,0.005742098
18,80,ZNF221,60.36505247,1018,32,2.94041708,9.101124991,-808,0.000241,0.333333333,0.00127022
19,81,TTPAL,119.1311582,4674,77,3.030784508,5.965208834,-656,0.000252,0.333333333,0.005152659
20,82,REEP4,378.7472333,10712,107,3.050148957,8.133456186,-618,0.000255,0.333333333,0.006376181
21,83,SUV39H2,1778.691562,73100,354,3.151936445,4.664542024,-413,0.000269,0.333333333,0.024828364
22,84,E2F7,2404.789628,105864,388,3.178748759,5.185110399,-359,0.000273,0.5,0.027447574
23,85,TMA16,2327.67716,116460,419,3.190168818,4.439581132,-336,0.000274,0.333333333,0.029558054
24,86,CCDC37,133.7536615,5636,83,3.038728898,5.763547953,-641,0.000253,0.333333333,0.005761653
25,87,C19orf40,129.5755361,3798,60,3.000993049,7.340705497,-714,0.000248,0.333333333,0.003116745
26,88,DEPDC1B,1298.741745,60876,300,3.140019861,4.968841502,-437,0.000267,0.333333333,0.023207868
27,89,CLSPN,222.9496439,10906,167,3.064051639,3.00681133,-590,0.000256,0.333333333,0.013151464
28,90,HIST1H3B,194.015563,7758,111,3.047169811,4.624864539,-624,0.000254,0.333333333,0.008771577
29,91,ERMAP,17.46026492,592,27,2.946871897,6.266971691,-797,0.000242,0.333333333,0.00148327
30,92,TIAM2,472.6730015,16868,142,3.067030785,6.514708994,-584,0.000257,0.333333333,0.009031684
31,93,MTA2,778.5690941,29602,206,3.094339623,5.769511579,-529,0.000261,0.333333333,0.014574671
32,94,FANCM,134.5632332,7644,114,3.039721946,3.071294223,-639,0.000253,0.333333333,0.00817093
33,95,NUDT6,42.21381681,1454,44,2.983118173,5.559778051,-745,0.000246,0.333333333,0.002649699
34,96,NEIL3,3162.365832,109696,391,3.18123138,6.070692541,-354,0.000273,0.333333333,0.028484101
35,97,HSH2D,272.6441236,10148,137,3.050645482,3.90094351,-612,0.000255,0.333333333,0.006209795
36,98,ESCO2,99.67988075,6682,142,3.056603774,1.875462469,-605,0.000255,0.333333333,0.013448097
37,99,C2orf43,319.32305,14196,136,3.065044687,5.600319936,-588,0.000257,0.333333333,0.010070333
38,100,SNIP1,1048.270986,43694,255,3.113704071,4.89625537,-490,0.000263,0.333333333,0.016066429
39,101,EPT1,17.69507941,878,36,2.956802383,4.537134951,-806,0.000243,0.333333333,0.002792511
40,102,ZNF785,261.2938715,9430,99,3.042701092,6.415745122,-633,0.000254,0.333333333,0.005585332
41,103,CASP14,124.058843,4648,65,3.022840119,7.501099701,-669,0.000251,0.333333333,0.003707706
42,104,SMPX,695.5602911,19842,152,3.069513406,7.218438871,-579,0.000257,0.333333333,0.007950778
43,105,SPCS2,1827.356634,66438,296,3.138033764,5.760135952,-441,0.000267,0.333333333,0.018375582
44,106,FBXW8,646.8391487,25478,184,3.08490566,5.623900751,-548,0.000259,0.333333333,0.011859138
45,107,MASTL,872.1050919,54462,304,3.139523337,3.647509135,-438,0.000267,0.333333333,0.024695042
46,108,BRWD3,170.6195845,8606,113,3.048659384,4.332699528,-621,0.000254,0.333333333,0.00790463
47,109,RAD54B,740.7560664,34156,246,3.108242304,4.303370879,-501,0.000262,0.333333333,0.018726547
48,110,NLRC4,133.3704216,3940,81,3.0183714,4.876059514,-676,0.000251,0.333333333,0.003837043
49,111,PPM1J,37.84160335,924,32,2.975670308,8.251804189,-743,0.000245,0.333333333,0.001701971
50,112,STEAP3,680.1304361,26148,178,3.086891758,6.169501019,-544,0.00026,0.333333333,0.011993796
51,113,MAK,988.3390803,48824,261,3.124131082,4.717804112,-469,0.000265,0.333333333,0.018808557
52,114,FAM221A,124.409775,7218,100,3.042701092,4.522439729,-633,0.000254,0.333333333,0.007918883
53,115,TDP1,2083.904398,100546,406,3.180238332,4.399967671,-356,0.000273,0.333333333,0.030135179
54,116,USF1,375.6162358,14142,143,3.062065541,5.37275275,-593,0.000256,0.333333333,0.008738398
55,117,ZFPM2,1199.691213,43868,232,3.110228401,6.017564615,-497,0.000263,0.333333333,0.0147298
56,118,TSSK1B,1533.313974,74052,335,3.157894737,4.586033874,-401,0.00027,0.333333333,0.02407385
57,119,NARFL,388.0736938,10426,108,3.048659384,7.098839837,-620,0.000254,0.333333333,0.005081494
58,120,KIAA1377,41.40948407,1288,40,2.994041708,6.056616205,-731,0.000248,0.333333333,0.002489548
59,121,POLL,1115.066719,36124,208,3.098311817,6.819802825,-521,0.000261,0.333333333,0.013269508
60,122,BCAS4,1672.542821,73928,326,3.148460775,5.026673332,-420,0.000268,0.333333333,0.021689593
61,123,SHROOM3,1521.329995,58728,269,3.129096326,5.818397509,-459,0.000265,0.333333333,0.01735727
62,124,CD82,346.8052945,12302,135,3.057100298,5.092338967,-602,0.000256,0.333333333,0.00679885
63,125,INCENP,2257.196396,116574,454,3.193644489,3.980843779,-329,0.000275,0.333333333,0.03220392
64,126,INSRR,471.9430336,19304,137,3.063555114,6.675169077,-591,0.000256,0.333333333,0.009304627
65,127,CENPL,559.9741146,32088,245,3.109731877,3.529672139,-498,0.000263,0.333333333,0.019762895
66,128,ING4,581.4645416,20444,158,3.074478649,6.243411222,-569,0.000258,0.333333333,0.009588252
67,129,TNS1,744.2218921,28984,195,3.090863952,5.641818885,-536,0.00026,0.333333333,0.012569725
68,130,CHTF18,319.5197237,16622,182,3.080933466,3.403538613,-556,0.000259,0.333333333,0.014878689
69,131,CENPQ,272.1649747,19654,220,3.091857001,2.322737617,-534,0.00026,0.333333333,0.018150786
70,132,OSBPL6,323.2991389,13000,124,3.060079444,6.198700893,-598,0.000256,0.333333333,0.008384094
71,133,DAB1,4054.992791,161930,469,3.215491559,5.48406439,-285,0.000278,0.333333333,0.029220237
72,134,FAM64A,462.2217926,20128,183,3.087884806,4.731951251,-542,0.00026,0.333333333,0.01547459
73,135,ING5,157.5562521,6982,97,3.042701092,5.083711266,-633,0.000254,0.333333333,0.007055344
74,136,CHD7,1989.009613,84522,337,3.157894737,5.397567921,-401,0.00027,0.333333333,0.02211845
75,137,MNS1,369.1794471,19026,134,3.057100298,5.813044196,-604,0.000256,0.333333333,0.010820803
76,138,MAPK3,2511.798367,96778,424,3.171300894,4.293782268,-374,0.000272,0.333333333,0.022902917
77,139,DEPDC1,2043.651603,93526,384,3.177259186,4.774276634,-362,0.000272,0.333333333,0.029156103
78,140,C7orf43,640.2603278,21958,158,3.074478649,6.844677202,-568,0.000258,0.333333333,0.009947446
79,141,NSD1,2114.023259,81896,325,3.152929494,5.977289065,-411,0.000269,0.333333333,0.021713475
80,142,C18orf56,57.60995015,1994,76,3.001986097,3.428567229,-710,0.000249,0.333333333,0.006888891
81,143,GPRASP2,143.4092381,3898,66,3.017378352,6.732003724,-684,0.00025,0.333333333,0.003776916
82,144,USP53,677.3782935,18230,144,3.066037736,7.448644145,-584,0.000257,0.333333333,0.008058456
83,145,USP44,1014.097235,38470,217,3.103277061,6.126744141,-511,0.000262,0.333333333,0.014715082
84,146,MCPH1,3968.912476,166814,488,3.222939424,5.172313909,-270,0.000279,0.5,0.03181334
85,147,OLAH,149.7894385,6752,68,3.025322741,7.590733575,-666,0.000251,0.333333333,0.004170172
86,148,GPR132,113.3586944,3094,60,3.006951341,7.029241041,-693,0.000249,0.333333333,0.002836811
87,149,TP53AIP1,115.447097,4178,57,3.018867925,8.270772525,-681,0.000251,0.333333333,0.00359056
88,150,AAAS,953.8405593,34548,216,3.100297915,5.685604298,-517,0.000261,0.333333333,0.013995906
89,151,BRSK1,290.6743736,14276,177,3.080436941,3.10549602,-557,0.000259,0.333333333,0.012837871
90,152,SLITRK1,807.2562046,32732,202,3.097815293,5.855561283,-522,0.000261,0.333333333,0.013545113
91,153,PKIB,440.8015978,18362,154,3.072492552,5.711866983,-573,0.000258,0.333333333,0.010622265
92,154,IL23R,77.71255217,3192,70,3.024826216,4.754320151,-666,0.000251,0.333333333,0.004410517
93,155,MED18,677.7572947,23972,186,3.082423039,5.581491474,-553,0.000259,0.333333333,0.011277433
94,156,SLC22A16,162.0102645,6502,94,3.040714995,5.83139379,-635,0.000253,0.333333333,0.007340684
95,157,TRMT2B,377.3483177,11362,110,3.051142006,7.780995778,-615,0.000255,0.333333333,0.006364712
96,158,ANTXR1,1626.682982,60628,265,3.12959285,6.459019693,-458,0.000265,0.333333333,0.017744398
97,159,DSCC1,279.7358448,16710,214,3.086395233,2.464051077,-545,0.000259,0.333333333,0.017890492
98,160,HELLS,1828.551411,97038,395,3.182720953,4.240084123,-351,0.000273,0.333333333,0.031365152
99,161,DCLRE1B,175.2656203,10720,173,3.069016882,2.502572116,-580,0.000257,0.333333333,0.015025405
100,162,SHCBP1,1709.226051,69622,341,3.149453823,4.789415767,-418,0.000268,0.333333333,0.025352959
101,163,SPDL1,2422.751741,109668,417,3.182720953,4.664702823,-351,0.000273,0.333333333,0.030437605
102,164,SPO11,153.9528276,5856,67,3.023336643,8.308156475,-671,0.000251,0.333333333,0.004340211
103,165,PIDD,704.9614293,20532,163,3.072989076,6.795975951,-572,0.000258,0.333333333,0.009558072
104,166,GINS2,958.0712961,57650,352,3.153426018,2.953072017,-410,0.000269,0.333333333,0.028090479
105,167,WDR76,2437.648405,104290,413,3.182224429,4.661659762,-352,0.000273,0.333333333,0.0284888
106,168,ECSCR,28.23287218,850,33,2.941906653,5.766198256,-785,0.000241,0.333333333,0.001690999
107,169,ECT2,1801.552012,90298,376,3.175769613,4.585220317,-365,0.000272,0.5,0.029710028
108,170,PLCZ1,781.8194064,30488,194,3.093346574,5.983202189,-531,0.00026,0.333333333,0.012636139
109,171,FCRL1,609.420279,19966,170,3.075471698,5.468125397,-567,0.000258,0.333333333,0.008858987
110,172,PLCD4,311.4639989,10314,114,3.053128103,5.873878117,-612,0.000255,0.333333333,0.006557756
111,173,TRPV1,316.1903459,10076,77,3.031777557,9.76503438,-655,0.000252,0.333333333,0.004001913
112,174,RMI1,3585.390987,153646,457,3.215491559,5.510924328,-285,0.000278,0.333333333,0.034968587
113,175,PBK,4037.459729,201574,623,3.2591857,3.638276422,-197,0.000285,0.5,0.042787559
114,176,GINS4,352.3192361,17268,206,3.083912612,3.132340544,-550,0.000259,0.333333333,0.015710435
115,177,PLCD3,46.01948906,1416,55,3.001986097,3.43284303,-701,0.000249,0.333333333,0.002943828
116,178,MAGOHB,258.744645,14446,168,3.072989076,3.584331137,-572,0.000258,0.333333333,0.013819561
117,179,SPC24,254.7656211,18332,230,3.091360477,1.763988697,-535,0.00026,0.333333333,0.017701812
118,180,SYCE2,63.34429231,2092,46,2.953326713,5.849039795,-799,0.000243,0.333333333,0.003219399
119,181,RAD18,1120.074986,54956,316,3.139523337,3.941293015,-438,0.000267,0.333333333,0.023760508
120,182,KIF18A,913.3272668,58650,369,3.147467726,2.490265556,-422,0.000268,0.333333333,0.026732886
121,183,FANCF,1541.989945,65676,307,3.138033764,5.12421857,-441,0.000267,0.333333333,0.02047411
122,184,GINS3,274.3258306,16864,194,3.088381331,2.931575051,-541,0.00026,0.333333333,0.017416165
123,185,SKA3,1107.720793,57644,297,3.143495531,4.342248502,-430,0.000267,0.333333333,0.024862177
124,186,ASPM,705.7794557,38960,269,3.130089374,3.517982023,-457,0.000266,0.333333333,0.023485845
125,187,ANLN,2295.316403,89024,355,3.163853029,5.586341427,-389,0.00027,0.333333333,0.025353463
126,188,ORC6,966.2540716,54816,329,3.138033764,3.289075927,-441,0.000267,0.333333333,0.024956363
127,189,RCCD1,51.85110013,1746,51,2.981132075,5.35998931,-751,0.000246,0.333333333,0.00361654
128,190,SGOL1,380.196838,18900,197,3.082423039,3.641853873,-553,0.000259,0.333333333,0.015357804
129,191,CKAP2L,746.927905,38196,242,3.116683217,4.450391389,-484,0.000264,0.333333333,0.020802195
130,192,CENPM,1321.176275,67928,392,3.16285998,3.064716889,-391,0.00027,0.333333333,0.028836241
131,193,POC1A,524.6859206,29318,218,3.098808342,3.99757789,-520,0.000261,0.333333333,0.01780673
132,194,UBE2T,1904.833344,101088,469,3.188679245,3.12909203,-339,0.000274,0.333333333,0.032746552
133,195,E2F8,2747.818703,132686,479,3.213505462,4.196118065,-289,0.000278,0.333333333,0.035604536
134,196,AUNIP,875.4011652,40934,273,3.120158888,4.186822562,-477,0.000264,0.333333333,0.020656624
135,197,GIT1,1044.251094,30280,181,3.085898709,7.585594261,-546,0.000259,0.333333333,0.010261595
136,198,KIF4A,783.9312971,46294,322,3.139026812,2.792447419,-439,0.000267,0.333333333,0.025006947
137,199,RPTOR,745.2448402,30602,212,3.094836147,5.057698631,-528,0.000261,0.333333333,0.01357949
138,200,KIF20A,740.320804,40860,287,3.131082423,3.302844673,-455,0.000266,0.333333333,0.023287722
139,201,TACC3,3168.387768,142056,484,3.216981132,4.568684511,-282,0.000278,0.5,0.035076221
140,202,TPTE,1317.232397,35772,152,3.071499503,10.11851082,-575,0.000257,0.333333333,0.007397449
141,203,AIFM2,88.13588979,3006,61,3.021350546,6.378525484,-676,0.000251,0.333333333,0.003731963
142,204,C1orf112,643.6264164,36048,262,3.119662363,3.454949883,-478,0.000264,0.5,0.021120427
143,205,NUF2,4009.926617,193800,586,3.246772592,3.988696085,-222,0.000283,0.5,0.039979326
144,206,CDCA3,1246.463811,62518,336,3.153922542,3.861645179,-409,0.000269,0.5,0.026951953
145,207,CABLES1,152.8222868,7096,100,3.042204568,4.967154962,-633,0.000254,0.333333333,0.006893527
146,208,FBXO5,1515.30956,88186,475,3.184210526,2.56372262,-348,0.000273,0.333333333,0.032598781
147,209,C11orf82,591.4116651,25890,197,3.094836147,5.153742556,-528,0.000261,0.5,0.015721825
148,210,PPP1R13L,480.7017752,11252,107,3.047666336,8.569157351,-622,0.000254,0.333333333,0.005317593
149,211,CDCA5,780.0253759,45486,297,3.142005958,3.087597077,-433,0.000267,0.333333333,0.025700878
150,212,RFWD3,478.4398823,27794,212,3.100794439,3.908841605,-516,0.000261,0.333333333,0.018568822
151,213,KIF18B,501.2361982,34222,274,3.126613704,2.33430795,-464,0.000265,0.333333333,0.02354233
152,214,HIST1H4A,363.9555694,17900,165,3.073982125,4.28287331,-570,0.000258,0.333333333,0.012027644
153,215,ATAD5,2545.474342,117088,458,3.191161867,4.037133728,-334,0.000274,0.5,0.030554841
154,216,DSN1,902.1755244,40844,304,3.124131082,3.432328895,-469,0.000265,0.333333333,0.021829271
155,217,CARD11,1550.242775,60958,290,3.130585899,5.506421817,-456,0.000266,0.333333333,0.017428633
156,218,HIST3H3,650.8470857,23424,161,3.071996028,6.517810464,-574,0.000258,0.333333333,0.010822562
157,219,CDCA8,1803.521028,97490,475,3.193644489,2.862212402,-329,0.000275,0.333333333,0.033400483
158,220,CENPK,610.2953833,40042,338,3.135054618,2.083860054,-447,0.000266,0.333333333,0.025492266
159,221,PRC1,1372.583094,75816,396,3.169314796,3.154557564,-378,0.000271,0.333333333,0.029888259
160,222,SCN3B,259.7400935,8788,100,3.046176763,6.884114878,-625,0.000254,0.333333333,0.006286097
161,223,RMI2,1126.230438,58854,295,3.14101291,4.64339399,-435,0.000267,0.333333333,0.024742529
162,224,NCAPG,2611.747116,124946,491,3.207050645,3.725331199,-302,0.000277,0.333333333,0.035143734
163,225,NOD1,646.6313217,23662,180,3.07795432,5.433850819,-562,0.000258,0.333333333,0.009838046
164,226,HDAC7,896.4798932,32476,211,3.093843098,5.637432005,-530,0.00026,0.333333333,0.011831657
165,227,SETD8,546.38124,23294,182,3.083416087,5.30171714,-551,0.000259,0.333333333,0.013069698
166,228,CEP55,1002.334148,60372,319,3.156405164,3.45749779,-404,0.000269,0.5,0.027424736
167,229,CENPH,742.9001621,49426,397,3.145481629,1.854747387,-426,0.000268,0.333333333,0.027540827
168,230,HJURP,1153.915599,60840,354,3.155412115,3.176201849,-406,0.000269,0.333333333,0.026576197
169,231,MCM8,1131.87054,59808,377,3.149950348,2.955666976,-417,0.000268,0.333333333,0.026447918
170,232,FRS2,151.5212129,5446,96,3.03326713,4.911188594,-651,0.000252,0.333333333,0.00562771
171,233,EVA1C,1160.609543,49040,233,3.11122145,6.093561341,-495,0.000263,0.333333333,0.015806277
172,234,BCL2L14,428.5936845,14322,126,3.057596822,6.780857074,-602,0.000256,0.333333333,0.007954546
173,235,ASF1B,1180.037916,62808,357,3.154915591,3.19581702,-407,0.000269,0.333333333,0.027217646
174,236,DTL,1600.871394,84478,421,3.177259186,3.216424629,-362,0.000272,0.333333333,0.03100373
175,237,PRKAG3,144.7972242,4384,76,3.028798411,6.09571121,-660,0.000252,0.333333333,0.004004905
176,238,SNRPN,352.8993568,21702,83,3.037735849,8.723007599,-643,0.000253,0.333333333,0.005044524
177,239,MYOCD,163.9257542,5756,90,3.0367428,5.483597134,-643,0.000253,0.333333333,0.005495251
178,240,CAB39L,400.7340245,14182,131,3.061569017,6.355282433,-595,0.000256,0.333333333,0.008144516
179,241,TTC5,220.9487416,9054,111,3.049652433,5.26119904,-619,0.000255,0.333333333,0.007419097
180,242,TNFAIP8L2,949.7429496,25868,171,3.079940417,7.514226464,-557,0.000259,0.333333333,0.009074036
181,243,TP73,1226.513254,50456,268,3.121648461,5.19844224,-474,0.000264,0.333333333,0.017452168
182,244,MAGI3,548.7972564,20820,161,3.075968222,6.08134599,-566,0.000258,0.333333333,0.010647914
183,245,RPRM,5912.791046,161832,426,3.19612711,7.324041589,-324,0.000275,0.333333333,0.023390275
184,246,KIF15,2184.840257,108732,465,3.195630586,3.512716305,-325,0.000275,0.333333333,0.033205062
185,247,MCM10,1970.941892,102736,420,3.18917577,3.978649407,-338,0.000274,0.5,0.032440865
186,248,FBXO31,476.1741726,15800,140,3.063555114,6.313457666,-590,0.000256,0.333333333,0.008544196
187,249,SESN2,371.5505178,16326,146,3.069513406,5.391995197,-579,0.000257,0.333333333,0.010139836
188,250,HHAT,979.3713333,38290,211,3.101787488,6.248518909,-514,0.000262,0.333333333,0.013898333
189,251,ATRIP,445.384727,21120,153,3.061072493,5.240371251,-596,0.000256,0.333333333,0.010765001
190,252,CMTM2,21.01169958,542,24,2.925521351,8.086265659,-814,0.000239,0.333333333,0.001188731
191,253,FANCE,749.3364276,36320,231,3.105759682,4.65945743,-506,0.000262,0.333333333,0.017431965
192,254,POLQ,3369.380899,147288,442,3.21102284,5.615631145,-294,0.000278,0.5,0.033618278
193,255,ATAD2,1480.74923,87492,393,3.18123138,3.616590503,-354,0.000273,0.333333333,0.032807246
194,256,BRIP1,2909.717378,127398,469,3.195630586,4.333702404,-325,0.000275,0.333333333,0.031204536
195,257,MND1,234.7659745,17332,213,3.093346574,1.995730743,-531,0.00026,0.333333333,0.018822475
196,258,REC8,353.9098897,14310,112,3.047169811,6.879042106,-622,0.000254,0.333333333,0.006513494
197,259,SLC4A1AP,440.9181073,18678,158,3.073485601,5.316595188,-571,0.000258,0.333333333,0.010504114
198,260,SOAT1,841.3803653,34026,214,3.098808342,5.257730721,-520,0.000261,0.333333333,0.013260543
199,261,ZBTB10,3044.885404,118948,405,3.185700099,5.432089526,-345,0.000274,0.333333333,0.025211137
200,262,ASAP1,1119.549743,45170,246,3.11469712,5.512553563,-488,0.000263,0.333333333,0.015299062
201,263,AMMECR1L,1550.548988,65086,284,3.135054618,5.456576317,-447,0.000266,0.333333333,0.018070882
202,264,CREBRF,203.3131393,8476,107,3.041708044,4.802272637,-631,0.000254,0.333333333,0.006613869
203,265,NUP37,4063.736389,174322,543,3.230883813,4.347847483,-254,0.000281,0.5,0.035347991
204,266,ELOF1,127.627966,3798,71,3.017874876,5.910698197,-681,0.000251,0.333333333,0.003760651
205,267,DENND2D,1436.145053,49928,259,3.11817279,5.850627999,-480,0.000264,0.333333333,0.014620902
206,268,FAM60A,1616.029648,82316,360,3.160377358,4.386544635,-396,0.00027,0.333333333,0.025832056
207,269,RAB18,1465.801221,62996,290,3.137537239,5.264254833,-442,0.000267,0.333333333,0.019427877
208,270,EGLN1,1097.160681,41330,240,3.108738828,5.405126235,-500,0.000263,0.333333333,0.014583246
209,271,SLMAP,343.5239708,16746,162,3.07000993,4.252570748,-578,0.000257,0.333333333,0.010746106
210,272,SUPT16H,3222.729835,164134,547,3.228401192,3.837575369,-259,0.00028,0.333333333,0.036935957
211,273,FBXO38,324.3061825,15032,147,3.066037736,4.700823862,-586,0.000257,0.333333333,0.009683606
212,274,GAB3,560.8695294,22548,163,3.074478649,5.656559307,-569,0.000258,0.333333333,0.008983168
213,275,EOMES,385.3509388,12220,128,3.055610725,6.036880051,-606,0.000255,0.333333333,0.006802869
214,276,CCDC41,547.2565405,23900,171,3.078947368,5.478801904,-559,0.000258,0.333333333,0.012100698
215,277,CHFR,1116.026141,43540,216,3.101787488,6.854649826,-514,0.000262,0.333333333,0.014299616
216,278,DOK3,210.4196093,6030,87,3.030784508,6.545244327,-653,0.000252,0.333333333,0.004219671
217,279,ZCCHC7,1996.825396,101244,374,3.177259186,4.759740138,-362,0.000272,0.333333333,0.026372484
218,280,TNIP2,1380.174653,52902,269,3.124131082,5.628716414,-469,0.000265,0.333333333,0.015915451
219,281,INO80D,2038.917923,79038,316,3.151439921,5.912837926,-414,0.000269,0.333333333,0.020832834
220,282,WDYHV1,383.5727406,23312,196,3.091360477,3.732539596,-535,0.00026,0.333333333,0.016627883
221,283,CRNKL1,1734.781619,66732,315,3.140019861,5.006780089,-437,0.000267,0.333333333,0.019831587
222,284,TAPT1,151.3521516,5674,86,3.036246276,5.739361044,-646,0.000253,0.333333333,0.005306097
223,285,C9orf41,162.9788029,7684,100,3.041211519,5.094069383,-635,0.000253,0.333333333,0.007274838
224,286,KANSL1,974.4662793,46818,251,3.122144985,4.593260782,-472,0.000264,0.333333333,0.016907079
225,287,CNOT6,2233.269654,100818,369,3.173286991,5.082634302,-370,0.000272,0.333333333,0.025063553
226,288,CARHSP1,681.4933755,27090,206,3.091360477,5.280106649,-535,0.00026,0.333333333,0.015873341
227,289,ABCA7,354.019852,8940,100,3.043694141,7.790468347,-628,0.000254,0.333333333,0.004752308
228,290,ABHD13,146.5799464,6092,90,3.0367428,5.207717725,-643,0.000253,0.333333333,0.00595881
229,291,ZBTB41,420.9242681,17422,153,3.070506455,4.992035049,-577,0.000257,0.333333333,0.009859503
230,292,RBM26,2186.890492,93876,352,3.165839126,5.395953213,-385,0.000271,0.333333333,0.022724881
231,293,SPOPL,251.6918702,11046,123,3.052135055,4.864996793,-610,0.000255,0.333333333,0.00777895
232,294,WDR81,213.7782255,6884,95,3.038232373,6.270848172,-641,0.000253,0.333333333,0.005383362
233,295,DCAF10,448.4880833,16318,150,3.06653426,5.657105069,-585,0.000257,0.333333333,0.009270217
234,296,GMEB1,1341.11993,58042,285,3.131578947,5.304110398,-454,0.000266,0.333333333,0.020233613
235,297,RUNDC1,202.0891935,7690,98,3.042204568,6.114049452,-633,0.000254,0.333333333,0.006165806
236,298,MBNL3,368.7160439,14442,134,3.06305859,6.125588393,-592,0.000256,0.333333333,0.009226233
237,299,NIN,1568.794331,61294,285,3.13306852,5.801233691,-451,0.000266,0.333333333,0.018044705
238,300,AAED1,175.6013421,6692,91,3.037735849,5.888409654,-641,0.000253,0.333333333,0.00546541
239,301,PNPLA8,194.7199657,7914,101,3.038728898,5.330091563,-639,0.000253,0.333333333,0.006227698
240,302,PRMT5,1103.398228,51518,283,3.126613704,4.360240173,-464,0.000265,0.333333333,0.019826965
241,303,HDGFRP2,150.7818348,4412,70,3.018867925,6.832789385,-679,0.000251,0.333333333,0.003880737
242,304,TNKS2,1550.544343,65350,303,3.138033764,5.045790072,-441,0.000267,0.333333333,0.019381281
243,305,ADAT1,808.9394274,26758,168,3.078947368,7.150922567,-559,0.000258,0.333333333,0.01048758
244,306,POLR3E,1113.424153,50294,260,3.122641509,5.190624546,-472,0.000264,0.5,0.017514849
245,307,MED28,2090.892882,89762,352,3.161866931,5.261051623,-393,0.00027,0.333333333,0.023714664
246,308,RIPK3,1174.144412,52250,298,3.135551142,4.376473111,-446,0.000266,0.5,0.019490534
247,309,GIMAP2,1327.852441,48446,246,3.117676266,6.169562959,-482,0.000264,0.333333333,0.014721763
248,310,DONSON,1728.966269,90150,372,3.179245283,4.307022045,-358,0.000273,0.333333333,0.031062731
249,311,C10orf118,847.5249477,30244,197,3.090367428,5.975368077,-537,0.00026,0.333333333,0.011791172
250,312,PDP1,631.3485677,22364,158,3.073485601,6.5781206,-571,0.000258,0.333333333,0.009748665
251,313,PELI1,3306.597458,137344,442,3.201092354,5.115170116,-314,0.000276,0.333333333,0.027397675
252,314,CCNDBP1,1043.416182,43152,224,3.106256207,5.888232277,-505,0.000262,0.333333333,0.014585507
253,315,KIAA1429,951.339235,45192,259,3.117676266,4.607365888,-482,0.000264,0.333333333,0.017863607
254,316,RNF145,356.6727259,15032,141,3.066037736,5.49558292,-586,0.000257,0.333333333,0.009246401
255,317,SAP130,2312.131106,105898,389,3.17775571,4.941585111,-361,0.000272,0.333333333,0.02583794
256,318,REV1,2729.259998,123818,428,3.193644489,4.742006216,-329,0.000275,0.333333333,0.028401977
257,319,TBK1,3074.193383,141810,466,3.212015889,4.559268021,-292,0.000278,0.333333333,0.030325179
258,320,DET1,738.2051826,29572,190,3.089870904,5.898001648,-538,0.00026,0.333333333,0.012471668
259,321,C7orf49,362.9885071,12664,130,3.060079444,6.406193589,-598,0.000256,0.333333333,0.009553063
260,322,PHC3,178.9824484,7014,104,3.041211519,4.928749699,-635,0.000253,0.333333333,0.006321398
261,323,BRMS1L,894.2781027,37152,227,3.103277061,5.209471539,-511,0.000262,0.333333333,0.014627462
262,324,TP53INP1,235.3546997,11280,118,3.054121152,5.349101387,-609,0.000255,0.333333333,0.00802932
263,325,WDR48,2477.343096,99174,380,3.170804369,5.238724711,-375,0.000271,0.333333333,0.023844487
264,326,APPL2,1334.357298,53136,246,3.116186693,5.983467148,-485,0.000264,0.333333333,0.015078573
